Al0.05,Co0.25,Cr0.5,Mn0.2
Al0.34615385,Mo0.38461538,Ti0.23076923,Zr0.03846154
Al0.25714286,Nb0.25714286,Ni0.28571429,V0.2
Al0.26470588,Ni0.14705882,Ti0.29411765,Zr0.29411765
Al0.32142857,Ti0.35714286,V0.28571429,Zr0.03571429
Al0.28125,V0.21875,W0.1875,Zr0.3125
Al0.37037037,Co0.11111111,Mo0.37037037,Ni0.14814815
Al0.4,Co0.16,Fe0.04,Hf0.4
Al0.26315789,Co0.26315789,Mn0.26315789,Mo0.21052632
Al0.33333333,Co0.33333333,Hf0.03333333,V0.3
Al0.32258065,Cr0.06451613,Mo0.29032258,Nb0.32258065
Al0.41666667,Cr0.08333333,V0.41666667,W0.08333333
Al0.3125,Cr0.09375,Cu0.3125,Ti0.28125
Al0.3125,Cr0.09375,Mo0.28125,Ti0.3125
Al0.37037037,Cr0.11111111,V0.37037037,W0.14814815
Al0.3030303,Cr0.21212121,Cu0.18181818,Fe0.3030303
Al0.3125,Cr0.3125,Fe0.21875,V0.15625
Al0.28571429,Cr0.28571429,Ni0.14285714,V0.28571429
Al0.43478261,Cr0.43478261,V0.04347826,Zr0.08695652
Al0.43478261,Cu0.08695652,Ti0.43478261,V0.04347826
Al0.4,Cu0.12,V0.4,Zr0.08
Al0.28571429,Cu0.22857143,Nb0.2,Ti0.28571429
Al0.3125,Cu0.3125,Nb0.125,V0.25
Al0.33333333,Fe0.33333333,Mn0.16666667,Nb0.16666667
Al0.35714286,Hf0.03571429,Mo0.25,Zr0.35714286
Al0.41666667,Hf0.08333333,Mo0.08333333,Nb0.41666667
Al0.35714286,Hf0.10714286,Mn0.35714286,Ti0.17857143
Al0.35714286,Hf0.14285714,Nb0.14285714,V0.35714286
Al0.34482759,Hf0.13793103,Nb0.17241379,Ti0.34482759
Al0.38461538,Mn0.03846154,Nb0.19230769,V0.38461538
Al0.29411765,Mn0.11764706,Ni0.29411765,V0.29411765
Al0.28571429,Mn0.17142857,Ni0.28571429,Zr0.25714286
Al0.33333333,Mn0.2,V0.13333333,Zr0.33333333
Al0.29411765,Mn0.26470588,Mo0.29411765,Ti0.14705882
Al0.34482759,Ti0.34482759,V0.20689655,W0.10344828
Al0.76923077,Co0.07692308,Mn0.07692308,Ni0.07692308
Al0.35714286,Co0.03571429,Ti0.35714286,Zr0.25
Al0.76923077,Co0.07692308,W0.07692308,Zr0.07692308
Al0.45454545,Co0.09090909,Cr0.22727273,W0.22727273
Al0.47619048,Co0.0952381,Mn0.04761905,V0.38095238
Al0.38461538,Co0.07692308,Nb0.30769231,Ni0.23076923
Al0.35714286,Co0.10714286,Fe0.28571429,Zr0.25
Al0.29411765,Co0.11764706,Fe0.29411765,Ti0.29411765
Al0.5,Co0.25,Cu0.05,Nb0.2
Al0.45454545,Co0.22727273,Hf0.04545455,Mn0.27272727
Al0.33333333,Co0.2,Fe0.2,V0.26666667
Al0.3030303,Co0.18181818,Ni0.27272727,Zr0.24242424
Al0.35714286,Co0.25,Cr0.17857143,Ti0.21428571
Al0.34482759,Co0.24137931,Cr0.20689655,Mn0.20689655
Al0.3030303,Co0.21212121,Cr0.27272727,Ni0.21212121
Al0.32258065,Co0.22580645,Fe0.22580645,Ti0.22580645
Al0.3030303,Co0.21212121,Fe0.27272727,Mn0.21212121
Al0.3125,Co0.21875,Hf0.1875,Mn0.28125
Al0.38461538,Co0.26923077,Mn0.23076923,Ni0.11538462
Al0.3030303,Co0.21212121,Nb0.21212121,Zr0.27272727
Al0.29411765,Co0.23529412,Mn0.23529412,Ti0.23529412
Al0.3030303,Co0.24242424,Ti0.27272727,Zr0.18181818
Al0.33333333,Co0.26666667,V0.2,Zr0.2
Al0.3030303,Co0.27272727,Hf0.18181818,Mn0.24242424
Al0.3030303,Co0.27272727,Hf0.18181818,Mo0.24242424
Al0.38461538,Co0.34615385,Mn0.23076923,V0.03846154
Al0.34482759,Co0.31034483,Ti0.24137931,Zr0.10344828
Al0.32258065,Co0.32258065,Cu0.19354839,Ti0.16129032
Al0.35714286,Co0.35714286,Fe0.03571429,W0.25
Al0.35714286,Cr0.03571429,Mn0.28571429,Mo0.32142857
Al0.35714286,Cr0.07142857,Hf0.28571429,Ni0.28571429
Al0.34482759,Cr0.06896552,Hf0.34482759,Ti0.24137931
Al0.41666667,Cr0.08333333,Mo0.08333333,Ti0.41666667
Al0.5,Cr0.1,Ni0.2,Ti0.2
Al0.4,Cr0.12,Fe0.32,Nb0.16
Al0.4,Cr0.12,Hf0.36,Zr0.12
Al0.43478261,Cr0.2173913,Mn0.17391304,Zr0.17391304
Al0.38461538,Cr0.19230769,Nb0.19230769,Ti0.23076923
Al0.32258065,Cr0.19354839,Cu0.22580645,V0.25806452
Al0.37037037,Cr0.22222222,Cu0.37037037,V0.03703704
Al0.29411765,Cr0.17647059,Fe0.26470588,Mn0.26470588
Al0.47619048,Cr0.28571429,Hf0.14285714,Zr0.0952381
Al0.3030303,Cr0.18181818,Ni0.24242424,V0.27272727
Al0.41666667,Cr0.29166667,Mn0.25,Zr0.04166667
Al0.35714286,Cr0.25,Nb0.03571429,V0.35714286
Al0.3030303,Cr0.21212121,Ni0.21212121,Ti0.27272727
Al0.32258065,Cr0.25806452,Fe0.32258065,W0.09677419
Al0.3125,Cr0.28125,Fe0.21875,W0.1875
Al0.28571429,Cr0.25714286,Mo0.25714286,W0.2
Al0.29411765,Cr0.26470588,Ti0.20588235,V0.23529412
Al0.35714286,Cr0.35714286,Ni0.03571429,V0.25
Al0.33333333,Cr0.33333333,Ti0.16666667,W0.16666667
Al0.45454545,Cu0.04545455,Fe0.18181818,Nb0.31818182
Al0.625,Cu0.0625,Mn0.0625,V0.25
Al0.38461538,Cu0.07692308,Hf0.19230769,Ti0.34615385
Al0.52631579,Cu0.15789474,Fe0.15789474,V0.15789474
Al0.3030303,Cu0.09090909,Fe0.3030303,Ni0.3030303
Al0.41666667,Cu0.125,Ni0.04166667,Zr0.41666667
Al0.5,Cu0.2,Hf0.25,Zr0.05
Al0.625,Cu0.25,Nb0.0625,W0.0625
Al0.33333333,Cu0.2,Fe0.26666667,Mo0.2
Al0.3125,Cu0.1875,Hf0.21875,Zr0.28125
Al0.33333333,Cu0.2,Mo0.23333333,V0.23333333
Al0.3125,Cu0.25,Ti0.1875,V0.25
Al0.27777778,Cu0.25,Fe0.25,Ni0.22222222
Al0.3030303,Cu0.27272727,Mo0.18181818,Ni0.24242424
Al0.27777778,Cu0.25,Mo0.22222222,Ti0.25
Al0.38461538,Cu0.34615385,Nb0.07692308,Ti0.19230769
Al0.28571429,Cu0.25714286,Ti0.25714286,V0.2
Al0.38461538,Fe0.03846154,Hf0.34615385,Nb0.23076923
Al0.47619048,Fe0.04761905,Nb0.28571429,W0.19047619
Al0.41666667,Fe0.125,Mn0.29166667,Mo0.16666667
Al0.625,Fe0.25,Hf0.0625,Mo0.0625
Al0.4,Fe0.16,Mo0.04,Ti0.4
Al0.41666667,Fe0.16666667,V0.04166667,W0.375
Al0.34482759,Fe0.20689655,Nb0.24137931,Zr0.20689655
Al0.35714286,Fe0.25,Mn0.21428571,V0.17857143
Al0.29411765,Fe0.20588235,Mo0.23529412,Zr0.26470588
Al0.3125,Fe0.21875,Mo0.28125,Zr0.1875
Al0.3030303,Fe0.21212121,Nb0.24242424,Zr0.24242424
Al0.3030303,Fe0.24242424,Mn0.21212121,Mo0.24242424
Al0.3125,Fe0.28125,Nb0.3125,Ti0.09375
Al0.27777778,Fe0.25,Ni0.25,Ti0.22222222
Al0.32258065,Fe0.29032258,V0.19354839,Zr0.19354839
Al0.37037037,Fe0.37037037,Mo0.07407407,Ni0.18518519
Al0.33333333,Hf0.03333333,Nb0.33333333,W0.3
Al0.4,Hf0.16,Mo0.16,W0.28
Al0.3125,Hf0.125,Nb0.25,W0.3125
Al0.43478261,Hf0.2173913,W0.13043478,Zr0.2173913
Al0.43478261,Hf0.26086957,Mn0.17391304,Zr0.13043478
Al0.55555556,Hf0.33333333,Mo0.05555556,Ni0.05555556
Al0.32258065,Hf0.19354839,Nb0.19354839,W0.29032258
Al0.37037037,Hf0.22222222,Nb0.25925926,Ti0.14814815
Al0.3030303,Hf0.18181818,Ni0.24242424,Ti0.27272727
Al0.33333333,Hf0.2,Ti0.2,Zr0.26666667
Al0.3030303,Hf0.18181818,Ti0.27272727,Zr0.24242424
Al0.41666667,Hf0.25,V0.20833333,W0.125
Al0.43478261,Hf0.30434783,Nb0.13043478,V0.13043478
Al0.32258065,Hf0.22580645,Nb0.12903226,V0.32258065
Al0.3030303,Hf0.21212121,Ti0.24242424,W0.24242424
Al0.35714286,Hf0.28571429,Mn0.03571429,Zr0.32142857
Al0.28571429,Hf0.22857143,Mn0.25714286,Ni0.22857143
Al0.5,Hf0.4,Nb0.05,Zr0.05
Al0.4,Hf0.32,Nb0.2,W0.08
Al0.4,Hf0.32,Nb0.24,Ni0.04
Al0.33333333,Hf0.26666667,Nb0.2,Ni0.2
Al0.29411765,Hf0.23529412,Nb0.20588235,V0.26470588
Al0.29411765,Hf0.23529412,Ti0.23529412,V0.23529412
Al0.4,Hf0.36,Mn0.2,W0.04
Al0.37037037,Hf0.33333333,Nb0.25925926,Ni0.03703704
Al0.29411765,Hf0.26470588,Nb0.26470588,V0.17647059
Al0.29411765,Hf0.26470588,Ti0.17647059,W0.26470588
Al0.38461538,Hf0.38461538,Mn0.15384615,Ni0.07692308
Al0.32258065,Hf0.32258065,Nb0.25806452,Ni0.09677419
Al0.33333333,Mn0.1,Mo0.23333333,Ti0.33333333
Al0.33333333,Mn0.16666667,Ni0.26666667,W0.23333333
Al0.35714286,Mn0.17857143,Ti0.21428571,V0.25
Al0.29411765,Mn0.17647059,V0.26470588,W0.26470588
Al0.32258065,Mn0.22580645,Nb0.19354839,Zr0.25806452
Al0.35714286,Mn0.25,Ni0.10714286,V0.28571429
Al0.29411765,Mn0.23529412,Nb0.26470588,Ti0.20588235
Al0.29411765,Mn0.26470588,Mo0.26470588,Ni0.17647059
Al0.28571429,Mn0.25714286,V0.2,W0.25714286
Al0.25,Hf0.25,Mn0.25,Zr0.25
Al0.35714286,Mo0.21428571,Nb0.21428571,Zr0.21428571
Al0.33333333,Mo0.23333333,V0.2,W0.23333333
Al0.38461538,Mo0.30769231,Ni0.23076923,Ti0.07692308
Al0.3030303,Mo0.27272727,Ni0.18181818,Zr0.24242424
Al0.3030303,Mo0.3030303,Nb0.21212121,V0.18181818
Al0.37037037,Nb0.07407407,Ni0.37037037,V0.18518519
Al0.34482759,Nb0.20689655,Ni0.24137931,V0.20689655
Al0.35714286,Nb0.21428571,Ni0.28571429,Ti0.14285714
Al0.29411765,Nb0.17647059,Ti0.26470588,Zr0.26470588
Al0.38461538,Nb0.30769231,Ni0.07692308,Zr0.23076923
Al0.29411765,Nb0.26470588,Ni0.17647059,V0.26470588
Al0.58823529,Ni0.11764706,V0.05882353,W0.23529412
Al0.37037037,Ni0.07407407,V0.33333333,W0.22222222
Al0.37037037,Ni0.22222222,Ti0.03703704,Zr0.37037037
Al0.35714286,Ni0.25,Ti0.07142857,W0.32142857
Al0.47619048,V0.04761905,W0.23809524,Zr0.23809524
Al0.43478261,V0.30434783,W0.13043478,Zr0.13043478
Co0.05882353,Cr0.17647059,Fe0.17647059,Ti0.58823529
Co0.0625,Cr0.25,Fe0.625,Ti0.0625
Co0.03846154,Cr0.38461538,Cu0.19230769,Ni0.38461538
Co0.07142857,Cr0.71428571,Ni0.07142857,V0.14285714
Co0.05555556,Fe0.05555556,Hf0.55555556,Mo0.33333333
Co0.03448276,Hf0.31034483,W0.34482759,Zr0.31034483
Co0.04347826,Hf0.43478261,V0.08695652,Zr0.43478261
Co0.04166667,Mn0.29166667,Mo0.25,V0.41666667
Co0.04347826,Mn0.34782609,Ti0.43478261,V0.17391304
Co0.04545455,Mn0.45454545,Mo0.27272727,V0.22727273
Co0.05,Mo0.35,V0.5,W0.1
Co0.06666667,Mo0.66666667,Nb0.2,Ni0.06666667
Co0.03333333,Nb0.33333333,Ni0.3,Ti0.33333333
Co0.09090909,Cr0.09090909,Fe0.45454545,Ti0.36363636
Co0.08,Cr0.4,Mo0.16,V0.36
Co0.0952381,Cr0.47619048,Ti0.19047619,V0.23809524
Co0.11764706,Cu0.23529412,Mo0.05882353,Ni0.58823529
Co0.06451613,Cu0.29032258,Mn0.32258065,Ni0.32258065
Co0.08695652,Cu0.43478261,Ti0.30434783,V0.17391304
Co0.08,Fe0.4,Mn0.28,Ni0.24
Co0.10526316,Fe0.52631579,Ni0.15789474,V0.21052632
Co0.125,Mo0.0625,Ni0.1875,Ti0.625
Co0.14285714,Cr0.23809524,Cu0.47619048,Ni0.14285714
Co0.11111111,Cr0.18518519,Ni0.33333333,V0.37037037
Co0.15789474,Cu0.21052632,Mn0.52631579,Ti0.10526316
Co0.15,Fe0.5,Mn0.25,V0.1
Co0.1,Mo0.3,Nb0.26666667,Ti0.33333333
Co0.10714286,Mo0.35714286,Ti0.21428571,Zr0.32142857
Co0.16666667,Ni0.05555556,Ti0.55555556,V0.22222222
Co0.23529412,Cr0.05882353,V0.58823529,W0.11764706
Co0.16,Cu0.4,Ni0.24,V0.2
Co0.16666667,Fe0.25,Ni0.41666667,V0.16666667
Co0.17391304,Mn0.17391304,Ti0.2173913,V0.43478261
Co0.14285714,Mo0.21428571,Ti0.28571429,V0.35714286
Co0.12903226,Mo0.32258065,Ti0.29032258,V0.25806452
Co0.17241379,Cr0.24137931,Ni0.24137931,V0.34482759
Co0.25,Fe0.1,Ni0.15,V0.5
Co0.16666667,Fe0.3,Mn0.2,V0.33333333
Co0.17857143,Fe0.35714286,Ni0.10714286,V0.35714286
Co0.20833333,Hf0.08333333,Ti0.41666667,W0.29166667
Co0.18518519,Mn0.07407407,Ti0.37037037,V0.37037037
Co0.20833333,Mn0.41666667,Ni0.125,Ti0.25
Co0.26315789,Mn0.52631579,Ti0.05263158,V0.15789474
Co0.2,Cr0.2,Fe0.26666667,Ni0.33333333
Co0.19354839,Cr0.32258065,Fe0.29032258,Ti0.19354839
Co0.2,Cr0.33333333,Mn0.13333333,Ni0.33333333
Co0.1875,Cr0.3125,Mn0.1875,Ti0.3125
Co0.21428571,Cu0.17857143,Fe0.25,Ti0.35714286
Co0.2,Cu0.23333333,Ni0.33333333,V0.23333333
Co0.18181818,Cu0.27272727,Fe0.24242424,Ni0.3030303
Co0.19354839,Cu0.32258065,Mn0.25806452,V0.22580645
Co0.2,Fe0.33333333,Mo0.2,Ti0.26666667
Co0.2,Hf0.2,Mo0.33333333,Ti0.26666667
Co0.19354839,Hf0.32258065,Mo0.22580645,Ti0.25806452
Co0.27272727,Mn0.18181818,Mo0.09090909,Ni0.45454545
Co0.20689655,Mo0.24137931,Ni0.20689655,Ti0.34482759
Co0.19354839,Mo0.32258065,Ni0.19354839,Ti0.29032258
Co0.26086957,Ni0.26086957,Ti0.43478261,Zr0.04347826
Co0.35,Cr0.1,Cu0.5,Mn0.05
Co0.30434783,Cr0.2173913,Fe0.43478261,Nb0.04347826
Co0.21875,Cr0.1875,Cu0.28125,Ni0.3125
Co0.21212121,Cr0.24242424,Ni0.3030303,V0.24242424
Co0.35,Cr0.5,Cu0.1,Mn0.05
Co0.26923077,Cu0.19230769,Nb0.15384615,Ti0.38461538
Co0.2,Cu0.28571429,Fe0.25714286,Ni0.25714286
Co0.23333333,Fe0.2,Mo0.33333333,Ti0.23333333
Co0.21212121,Fe0.24242424,Ni0.24242424,Ti0.3030303
Co0.36842105,Mn0.05263158,V0.52631579,W0.05263158
Co0.26923077,Nb0.38461538,Ni0.03846154,Ti0.30769231
Co0.25806452,Cr0.19354839,Fe0.22580645,Ni0.32258065
Co0.26666667,Cr0.2,Mn0.2,V0.33333333
Co0.23529412,Cr0.23529412,Cu0.29411765,Mn0.23529412
Co0.23529412,Cr0.29411765,Ni0.17647059,Ti0.29411765
Co0.25,Cr0.3125,Fe0.25,Mn0.1875
Co0.26666667,Cr0.33333333,Nb0.1,V0.3
Co0.32,Cr0.4,Ti0.2,W0.08
Co0.26666667,Fe0.23333333,Mn0.16666667,V0.33333333
Co0.23529412,Fe0.20588235,Mn0.29411765,V0.26470588
Co0.25806452,Fe0.25806452,Ti0.32258065,V0.16129032
Co0.30769231,Hf0.11538462,Mn0.38461538,Ti0.19230769
Co0.3,Cr0.03333333,Mn0.33333333,Ti0.33333333
Co0.27272727,Cr0.21212121,Ni0.21212121,V0.3030303
Co0.25,Cr0.27777778,Fe0.25,V0.22222222
Co0.36,Cu0.04,Fe0.4,Mn0.2
Co0.31034483,Cu0.03448276,Mn0.31034483,Ti0.34482759
Co0.27272727,Cu0.24242424,Mn0.18181818,V0.3030303
Co0.28125,Fe0.3125,Ni0.1875,Ti0.21875
Co0.36,Mn0.04,Ni0.2,V0.4
Co0.25,Mo0.27777778,Ti0.25,W0.22222222
Co0.37037037,Cr0.37037037,Fe0.18518519,Ti0.07407407
Co0.34482759,Fe0.20689655,Mn0.34482759,Mo0.10344828
Al0.25,Co0.25,Hf0.25,Zr0.25
Al0.25,Co0.25,Hf0.25,Mn0.25
Al0.25,Co0.25,Mn0.25,Zr0.25
Co0.625,Cr0.1875,Hf0.0625,Ti0.125
Co0.43478261,Cr0.13043478,Ti0.39130435,V0.04347826
Co0.38461538,Cr0.19230769,Fe0.30769231,V0.11538462
Co0.37037037,Cr0.18518519,Fe0.37037037,Ni0.07407407
Co0.33333333,Cr0.2,Fe0.23333333,Ni0.23333333
Co0.34482759,Cr0.20689655,Ti0.31034483,V0.13793103
Co0.3125,Cr0.21875,Mn0.28125,V0.1875
Co0.34482759,Cr0.24137931,Ni0.10344828,Ti0.31034483
Co0.32258065,Cr0.25806452,Cu0.22580645,Ni0.19354839
Co0.3030303,Cr0.24242424,Cu0.27272727,V0.18181818
Co0.35714286,Cr0.28571429,Ni0.28571429,Ti0.07142857
Co0.3030303,Cr0.24242424,Ti0.24242424,V0.21212121
Co0.3125,Cr0.3125,Mn0.28125,Ni0.09375
Co0.5,Cu0.05,Mn0.3,Ni0.15
Co0.38461538,Cu0.23076923,Ni0.34615385,W0.03846154
Co0.32258065,Cu0.22580645,Mn0.22580645,Ti0.22580645
Co0.3030303,Cu0.21212121,Mn0.21212121,V0.27272727
Co0.34482759,Cu0.24137931,Ni0.13793103,V0.27586207
Co0.29411765,Cu0.23529412,Ni0.26470588,V0.20588235
Co0.29411765,Cu0.26470588,Fe0.17647059,Ti0.26470588
Co0.33333333,Fe0.06666667,Mn0.33333333,V0.26666667
Co0.4,Fe0.24,Nb0.12,V0.24
Co0.37037037,Fe0.2962963,Mn0.2962963,Mo0.03703704
Co0.27777778,Fe0.22222222,Mo0.25,Ti0.25
Co0.33333333,Fe0.26666667,Ti0.3,V0.1
Co0.3030303,Fe0.24242424,Ti0.3030303,V0.15151515
Al0.25,Co0.25,Fe0.25,Hf0.25
Al0.25,Co0.25,Fe0.25,Mn0.25
Al0.25,Co0.25,Fe0.25,Zr0.25
Co0.25,Fe0.25,Hf0.25,Zr0.25
Co0.25,Fe0.25,Hf0.25,Mn0.25
Co0.25,Fe0.25,Mn0.25,Zr0.25
